Barcode,"Last, First" 
0G72PE,"KombuGreen, Heron"
0G76GD,"LightCobaltBlue, WildBoar"
0G76M1,"Lion, Platypus"
0G77A9,"FluorescentPink, Cockroach"
0G7B0J,"MediumOrchid, WaterVole"
0G7CB2,"MintCream, Insect"
0G7DHW,"PaleCornflowerBlue, BlueShark"
0G7FE5,"Tulip, BangleTiger"
0G7FJZ,"OrangePeel, Horse"
0G7GK0,"BeauBlue, EurasianLynx"
0G7I89,"OfficeGreen, Ibis"
0G7KY4,"Malachite, Binturong"
0G7LLD,"Kobicha, AfricanForestElephant"
0G7M0R,"LightMossGreen, HighlandCattle"
0G7NN5,"Carmine, AfricanForestElephant"
0G7OMQ,"TuscanBrown, Dragonfly"
0G7OSD,"Charcoal, Numbat"
0G7P41,"Irresistible, FieldSpaniel"
0G7Q60,"Salmon, Otter"
0G7RW7,"GrayBlue, Eagle"
0G7VNF,"Amethyst, Mouse"
0G7WMD,"Cardinal, Manatee"
0G7WOA,"Red, ThornyDevil"
0G84RQ,"Linen, MonteIberiaEleuth"
0G85Z7,"TartOrange, Maltese"
0G8AZ4,"AzureMist, Hyrax"
0G8CY6,"DarkBrown, BluetickCoonhound"
0G8D4B,"ParadisePink, Elk"
0G8ESY,"Toolbox, Rhinoceros"
0G8EUD,"PearlAqua, Grouse"
0G8MIU,"PeachYellow, Bullfrog"
0G8N7T,"TigersEye, BangleTiger"
0G8RVY,"Tuscany, Nutria"
0G8UES,"CGRed, Zonkey"
0G8V6Q,"ModeBeige, Woodlouse"
0G8WLO,"Regalia, Kangaroo"
0G8XJZ,"CyanCobaltBlue, Meerkat"
0G8ZC0,"Sunray, IndianRhinoceros"
0G8ZL1,"BrightGreen, PolarBear"
0G9013,"Iceberg, AustralianKelpieDog"
0G91Y3,"Amazon, RadiatedTortoise"
0G95W5,"BittersweetShimmer, Puma"
0G994O,"Tangelo, Horse"
0G9BI2,"DarkGunmetal, SpectacledBear"
0G9CDE,"CeruleanBlue, SlowWorm"
0G9CED,"LightYellow, PolarBear"
0G9E3B,"FandangoPink, WhiteFacedCapuchin"
0G9EI7,"DarkTurquoise, PygmySpermWhale"
0G9FMR,"LapisLazuli, Booby"
0G9LXM,"PaleBlue, MaineCoon"
0G9PDR,"NewYorkPink, Quoll"
0G9PZ3,"Cornsilk, Coyote"
0G9S1N,"PowderBlue, Ibis"
0G9TUU,"SpanishPink, GuineaPig"
0G9TYU,"Flattery, TurkishAngora"
0G9UO1,"DesertSand, KomodoDragon"
0G9WSM,"ShadowBlue, Gharial"
0G9Z15,"DeepMossGreen, Termite"
0GA1FG,"UCLABlue, BillyGoat"
0GA411,"Byzantine, BasenjiDog"
0GA4JD,"SchoolBusYellow, WobbegongShark"
0GA5HT,"BarbiePink, Baboon"
0GA5J7,"CeladonGreen, Snail"
0GA5SB,"CyanCornflowerBlue, Penguin"
0GA6IG,"PurplePizzazz, Bombay"
0GA79K,"RaspberryGlace, Zonkey"
0GA7PR,"RocketMetallic, Millipede"
0GAJ8U,"CaribbeanGreen, AfricanWildDog"
0GANUW,"Carnelian, LittlePenguin"
0GAO8Q,"BabyBlueEyes, Turkey"
0GAOPK,"Tan, SnowHare"
0GATRS,"FreshAir, Ostrich"
0GAUK5,"SpringBud, Discus"
0GAVW5,"LightCrimson, Duck"
0GB252,"Smitten, TawnyOwl"
0GB3CA,"Amaranth, BullTerrier"
0GBAEH,"LightOrchid, YellowBelliedMarmot"
0GBB25,"PurpleHeart, Millipede"
0GBCWT,"Navy, Peacock"
0GBDM7,"ElectricLavender, PoisonDartFrog"
0GBH21,"PermanentGeraniumLake, LeatherbackSeaTurtle"
0GBICB,"HarvestGold, AfricanClawedFrog"
0GBINZ,"MountainMeadow, CloudedLeopard"
0GBM88,"Onyx, Rottweiler"
0GBO2P,"Harlequin, Swan"
0GBOE7,"BostonUniversityRed, VancouverIslandMarmot"
0GBP97,"Navy, Buffalo"
0GBPJ4,"MysticMaroon, Reindeer"
0GBR08,"RoyalAzure, HawaiianMonkSeal"
0GBS2X,"Smitten, Poodle"
0GBY5B,"SchoolBusYellow, Akbash"
0GBYAD,"Peru, Cheetah"
0GC083,"LightBrilliantRed, Neanderthal"
0GC4FW,"NeonCarrot, BullMastiff"
0GC4QI,"MediumSpringGreen, SeaOtter"
0GC5D2,"Drab, GrayReefShark"
0GC5NW,"SteelBlue, IrishSetter"
0GC62G,"DarkPink, SeaOtter"
0GC6KD,"Lumber, Angelfish"
0GC7BR,"Sunray, Markhor"
0GCA8W,"PhthaloGreen, Llama"
0GCAF7,"PuceRed, BangleTiger"
0GCF3D,"PastelViolet, Lizard"
0GCI18,"FuchsiaPurple, AsianElephant"
0GCJPL,"BrownNose, GoldenLionTamarin"
0GCQ7Z,"MagicMint, Rhino"
0GCRB3,"Bluebonnet, DogoArgentino"
0GCRMA,"PastelMagenta, Octopus"
0GCSTW,"DebianRed, CarolinaDog"
0GCULY,"PictonBlue, PilotWhale"
0GCV6I,"NadeshikoPink, DobermanPinscher"
0GCVQQ,"RobinEggBlue, AmericanCockerSpaniel"
0GD37K,"FluorescentYellow, BoxerDog"
0GD6TA,"HanBlue, ElephantSeal"
0GD77C,"AndroidGreen, Gorilla"
0GD77E,"PastelGreen, Bison"
0GDBTC,"PastelMagenta, WaterDragon"
0GDC62,"MediumCandyAppleRed, Boar"
0GDCYC,"BattleshipGrey, Mongrel"
0GDD9T,"MediumCarmine, GoldenOriole"
0GDDIE,"PurplePlum, Akita"
0GDGLG,"OriolesOrange, BorderTerrier"
0GDJUU,"Heliotrope, Donkey"
0GDKDF,"SandyBrown, ArcticHare"
0GDLIY,"RawSienna, Chimpanzee"
0GDMAH,"OuterSpace, Labradoodle"
0GDMBJ,"CherryBlossomPink, PygmySpermWhale"
0GDNRV,"Lenurple, ArcticWolf"
0GDP5L,"RoyalBlue, BaskingShark"
0GDS37,"MossGreen, EdibleFrog"
0GDWCI,"LightMossGreen, TigerShark"
0GDYI3,"TyrianPurple, Zonkey"
0GE0A5,"DarkChestnut, ArabianHorse"
0GE4CO,"Tomato, GoldenRetriever"
0GE4YY,"RaspberryRose, BasenjiDog"
0GE7QH,"LightBrilliantRed, GiantAfricanLandSnail"
0GE8MJ,"ChineseRed, Skunk"
0GE97J,"Ecru, SlothBear"
0GEEEG,"Chestnut, AfricanClawedFrog"
0GEF18,"Diamond, GalapagosShark"
0GEFKB,"Capri, BeardedDragon"
0GENYR,"MediumVioletRed, PatasMonkey"
0GEQ36,"RedViolet, Woodpecker"
0GEQNI,"OldHeliotrope, DobermanPinscher"
0GESB5,"Citrine, ZebraShark"
0GESCM,"LightFrenchBeige, Aardwolf"
0GETCX,"MaximumYellow, AppenzellerDog"
0GEUFA,"SteelBlue, PineMarten"
0GEUOM,"CanaryYellow, Jaguar"
0GEVC5,"MediumRedViolet, KillerWhale"
0GEWQZ,"PinkLavender, KomodoDragon"
0GEYNU,"DukeBlue, FrilledLizard"
0GEZMA,"PaleChestnut, StripedRocketFrog"
0GF28C,"MaximumBlue, Eagle"
0GF43P,"GreenBlue, WoollyMammoth"
0GF57U,"NeonCarrot, Chinook"
0GF6ZY,"SonicSilver, BlueShark"
0GF9CM,"CandyPink, Tang"
0GF9F6,"DonkeyBrown, Gopher"
0GFB5K,"SeaGreen, Aardvark"
0GFFEZ,"NaplesYellow, BandedPalmCivet"
0GFG9K,"Jet, Kingfisher"
0GFHKD,"KombuGreen, FinnishSpitz"
0GFKB6,"RaspberryPink, JavanRhinoceros"
0GFO7A,"PaleGreen, SumatranRhinoceros"
0GFOL9,"Pear, Markhor"
0GFQ95,"Brass, Chihuahua"
0GFQWN,"Taupe, BorneanOrangutan"
0GG0KV,"BrightPink, Orca"
0GG1YY,"LightGreen, SpermWhale"
0GG3A8,"Apricot, IndianElephant"
0GGC7U,"Coral, Somali"
0GGH14,"AntiqueBrass, GreenSeaTurtle"
0GGI3B,"MediumJungleGreen, MorayEel"
0GGJ7A,"Pear, GiantClam"
0GGJWL,"MistyRose, AfricanElephant"
0GGK9J,"CalPolyGreen, HairyNosedWombat"
0GGLRJ,"ShimmeringBlush, StripedRocketFrog"
0GGMZP,"Aero, LeopardCat"
0GGPJI,"AmericanRose, Piranha"
0GGRRI,"RichLavender, Lizard"
0GGTIA,"StarCommandBlue, BassetHound"
0GGWNU,"BoogerBuster, SnowMonkey"
0GGXEP,"AndroidGreen, Liger"
0GH0E8,"Emerald, NakedMoleRat"
0GH6JJ,"GreenYellow, NakedMoleRat"
0GH74F,"DeepGreenCyanTurquoise, Saola"
0GHB0W,"PastelPurple, GiantPanda"
0GHC35,"SasquatchSocks, Heron"
0GHEGD,"CopperPenny, AlpineDachsbracke"
0GHEQQ,"EtonBlue, GreaterSwissMountainDog"
0GHG18,"PurpleHeart, Crocodile"
0GHGWM,"CGBlue, SumatranOrangutan"
0GHJCE,"LemonYellow, GiantPanda"
0GHLCF,"DarkVanilla, TapanuliOrangutan"
0GHM1F,"BlueGray, AfricanPalmCivet"
0GHO4O,"DarkOrange, Javanese"
0GHQUV,"Amaranth, PygmySpermWhale"
0GHRJK,"Olivine, Gecko"
0GHSQ6,"Kobicha, Falcon"
0GHU2G,"Smalt, Koala"
0GHWD5,"Jonquil, Puma"
0GHXQA,"FrenchMauve, RedKneeTarantula"
0GHXU2,"Celadon, NorwegianForest"
0GI67M,"Catawba, Reindeer"
0GI6BK,"Flirt, Lionfish"
0GI6D9,"PearlyPurple, Arthropod"
0GI8HR,"MediumOrchid, Avocet"
0GIBT2,"ElectricCyan, TawnyOwl"
0GIHY7,"UCLABlue, GlassLizard"
0GIJVF,"Cinereous, Parrot"
0GIJZT,"DarkTangerine, Impala"
0GIK08,"RoseQuartz, BorneanOrangutan"
0GILED,"Lion, AlpineDachsbracke"
0GIMYH,"ChinaPink, Ox"
0GIO0P,"PaleBrown, ChinstrapPenguin"
0GIQ49,"TiffanyBlue, CavalierKingCharlesSpaniel"
0GIQOP,"Regalia, Opossum"
0GIUGF,"Mint, GreySeal"
0GIX0T,"GoldenBrown, Topi"
0GIZ4O,"Liberty, Zebu"
0GJ4A9,"AlloyOrange, Darwin'sFrog"
0GJ5L9,"MetalPink, Dormouse"
0GJ71B,"Phlox, Beetle"
0GJ89Y,"JapaneseIndigo, GrayFox"
0GJC5S,"Olivine, BirdsOfParadise"
0GJDR4,"DarkSlateGray, Bulldog"
0GJGZI,"TiffanyBlue, Akbash"
0GJMCL,"CambridgeBlue, PurpleEmperor"
0GJMW0,"RoseEbony, Muskox"
0GJTMA,"TealDeer, Gar"
0GJVOD,"GuppieGreen, Rat"
0GK0EX,"FireEngineRed, WhiteTiger"
0GK38C,"PurplePlum, Human"
0GK5FK,"TurkishRose, BarnOwl"
0GK7EW,"CobaltBlue, Zebra"
0GK9DT,"Aquamarine, Pademelon"
0GKC36,"UARed, Albatross"
0GKFL6,"ChineseViolet, Elephant"
0GKHIK,"MediumSkyBlue, AfricanTreePangolin"
0GKIRU,"Magnolia, Snail"
0GKKWI,"Goldenrod, HermitCrab"
0GKLU1,"UPMaroon, GoldenLionTamarin"
0GKLV9,"CoralPink, Alligator"
0GKMYH,"Asparagus, HowlerMonkey"
0GKP9I,"CocoaBrown, DwarfCrocodile"
0GKRUO,"DeepViolet, Fish"
0GKSA0,"SilverPink, Dalmatian"
0GKSX7,"Irresistible, ArcticWolf"
0GKUNB,"DarkCerulean, VampireBat"
0GKZ6R,"MysticMaroon, SeaUrchin"
0GKZDW,"DeepLemon, FloridaPanther"
0GL2CZ,"ClassicRose, Ant"
0GL6KR,"BronzeYellow, IndianRhinoceros"
0GL71R,"Camel, BaskingShark"
0GL7JC,"GreenLizard, Lemur"
0GL814,"Redwood, ThornyDevil"
0GL8II,"Independence, EmperorTamarin"
0GLAG7,"EarthYellow, PilotWhale"
0GLCDJ,"BurntOrange, Stingray"
0GLCYG,"PalePink, AldabraGiantTortoise"
0GLDGA,"DingyDungeon, ChinstrapPenguin"
0GLJ7X,"LavenderMagenta, AustralianTerrier"
0GLNXL,"BoogerBuster, Alligator"
0GLOOY,"ImperialRed, Ant"
0GLPA4,"DarkOrchid, Bison"
0GLPUC,"DarkLiver, HermitCrab"
0GM0Y0,"AlloyOrange, GalapagosShark"
0GM2J8,"MossGreen, Liger"
0GM8M9,"ArmyGreen, BlackHowlerMonkey"
0GMA9T,"PaleMagentaPink, Mongrel"
0GMBHD,"Tenne, Yak"
0GME9U,"RaisinBlack, IbizanHound"
0GMFDH,"DarkCyan, Yak"
0GMGK3,"LightCyan, Insect"
0GMMTS,"SizzlingRed, Avocet"
0GMNZ8,"AmericanRose, TasmanianDevil"
0GMPFZ,"CalPolyGreen, BavarianMountainHound"
0GMT4S,"SpanishSkyBlue, Jaguar"
0GMU8Y,"OtterBrown, Alpaca"
0GMUP0,"TiffanyBlue, KingCrab"
0GMVA6,"LightGrayishMagenta, Oyster"
0GMYR8,"DarkBrown, PrairieDog"
0GMZ1P,"SpanishViolet, WaterBuffalo"
0GMZBG,"LightPastelPurple, WoollyMammoth"
0GMZQY,"TyrianPurple, Drever"
0GN45Q,"FaluRed, MonteIberiaEleuth"
0GN7IW,"ArmyGreen, Badger"
0GNAQZ,"PixiePowder, DuskyDolphin"
0GNC8H,"Sunny, BostonTerrier"
0GND5B,"DeepKoamaru, Human"
0GNI4X,"LightPink, Lamb"
0GNIRO,"BlanchedAlmond, CanaanDog"
0GNL5E,"PersianGreen, ArcticWolf"
0GNMSF,"DeepKoamaru, Armadillo"
0GNN7D,"CongoPink, Himalayan"
0GNP5O,"TuscanBrown, SeaDragon"
0GNP91,"Firebrick, EmperorTamarin"
0GNUEY,"BlueSapphire, GiantPanda"
0GNV8T,"Jonquil, Havanese"
0GNXZR,"SilverLakeBlue, AfricanPalmCivet"
0GNZ64,"Denim, ChinstrapPenguin"
0GO02N,"FieryRose, Badger"
0GO648,"DeepLemon, Mollusk"
0GO7X7,"RubyRed, LeopardGecko"
0GOAWK,"CambridgeBlue, Bulldog"
0GOBI4,"AlabamaCrimson, DuskyDolphin"
0GODJF,"MellowApricot, Havanese"
0GOGE4,"Frostbite, BottlenoseDolphin"
0GOJE8,"MayaBlue, Lama"
0GOQYT,"GoldFusion, Gecko"
0GORW8,"NeonFuchsia, Meerkat"
0GOSV3,"Rufous, Bongo"
0GOUCA,"PiggyPink, Dunker"
0GOWEY,"RomanSilver, Ferret"
0GOX37,"SpanishOrange, IrrawaddyDolphin"
0GOXWU,"SandyTaupe, LeopardSeal"
0GOYFE,"PaleCarmine, Flamingo"
0GP2XX,"TwilightLavender, FennecFox"
0GP780,"Avocado, MountainLion"
0GP90E,"DarkOrange, DesertTortoise"
0GPAWP,"GrayBlue, Akita"
0GPCBJ,"DarkGreen, LeopardGecko"
0GPFVA,"Rhythm, Pika"
0GPFYX,"CyanCobaltBlue, Narwhal"
0GPGHG,"FrenchPuce, GrayWhale"
0GPHOA,"Lion, SeaSquirt"
0GPLNZ,"Fawn, CavalierKingCharlesSpaniel"
0GPN10,"LemonChiffon, Dalmatian"
0GPOII,"Gainsboro, Kudu"
0GPP2P,"Grizzly, Yak"
0GPRID,"IlluminatingEmerald, Dunker"
0GPRWO,"Rajah, Kangaroo"
0GPTBE,"DarkYellow, Sloth"
0GPVHP,"MountbattenPink, Burmese"
0GPYB6,"PersianPlum, WoollyMammoth"
0GPZ4H,"LightRedOchre, StellarSeaLion"
0GQ00L,"LavenderRose, Ibis"
0GQ0P0,"LanguidLavender, LabradorRetriever"
0GQ16L,"DeepCarmine, RedKneeTarantula"
0GQ527,"ElectricPurple, StaffordshireBullTerrier"
0GQ5VY,"PersianRose, Centipede"
0GQ6YS,"PermanentGeraniumLake, HarborPorpoise"
0GQCFH,"ItalianSkyBlue, Impala"
0GQFI6,"DustStorm, FreshWaterCrocodile"
0GQLZA,"USCCardinal, AustralianCattleDog"
0GQNPZ,"DarkElectricBlue, Millipede"
0GQPH0,"FrenchFuchsia, ReefShark"
0GQQWH,"Malachite, Monkey"
0GQSUE,"SmokyTopaz, Greyhound"
0GQWAU,"PalatinatePurple, Pekingese"
0GQZ6I,"DeepAquamarine, Falcon"
0GR0G2,"LavenderBlush, Dormouse"
0GR2HU,"CarmineRed, Panther"
0GR2ZQ,"Thistle, Capybara"
0GRBXO,"Ecru, Darwin'sFrog"
0GRD3L,"Popstar, Mouse"
0GRF5A,"BrightNavyBlue, RedEyedTreeFrog"
0GRF9M,"JellyBean, Gerbil"
0GRFIL,"PhthaloGreen, Chihuahua"
0GRFXA,"DarkPuce, Buffalo"
0GRG0E,"AntiqueRuby, AsiaticBlackBear"
0GRGO4,"MediumVermilion, VampireBat"
0GRHPK,"Jasmine, Moth"
0GRLYS,"LemonChiffon, SiberianHusky"
0GRMVO,"CyberYellow, SnowHare"
0GRN7M,"CanaryYellow, Vicuna"
0GRPNS,"LightGoldenrodYellow, GeoffroysTamarin"
0GRQPV,"MediumLavenderMagenta, Fox"
0GRRZT,"LanguidLavender, Tiger"
0GRUOT,"Coquelicot, Mink"
0GRV4G,"DeepSpringBud, LeatherbackSeaTurtle"
0GRXCJ,"FrenchLilac, Wolverine"
0GS14O,"DarkOrange, Eagle"
0GS15U,"PermanentGeraniumLake, KermodeBear"
0GS1R4,"MSUGreen, TreeFrog"
0GS2Y3,"Blush, AldabraGiantTortoise"
0GS38L,"Flax, SiameseFightingFish"
0GS5KJ,"Mauvelous, MalayanCivet"
0GS7KY,"DarkLava, SeiWhale"
0GS95N,"SilverPink, Wildebeest"
0GS9SY,"CandyPink, Wildebeest"
0GSB24,"GreenSheen, Bloodhound"
0GSBZI,"TaupeGray, Lemur"
0GSCBN,"IslamicGreen, Aardvark"
0GSE82,"RichBrilliantLavender, FoxTerrier"
0GSH97,"PinkRaspberry, Ox"
0GSJNF,"Frostbite, Coral"
0GSKTA,"Carnelian, Warthog"
0GSRTU,"JungleGreen, Chicken"
0GSURM,"Icterine, Pheasant"
0GSV4E,"GoldFusion, CommonSeal"
0GT0J5,"RichCarmine, DuckbillPlatypus"
0GT0LB,"Sunset, RadiatedTortoise"
0GT2DT,"BrilliantRose, SpinyDogfishShark"
0GT2N6,"LightSlateGray, Squid"
0GT54Z,"Tangelo, SilkyShark"
0GT552,"OldBurgundy, Olm"
0GT7KD,"Moccasin, MorayEel"
0GT83C,"IndianRed, Oyster"
0GTA2A,"Harlequin, SunBear"
0GTA5L,"DeepRed, Kakapo"
0GTEKB,"ElectricBlue, IrishSetter"
0GTHQE,"BurntOrange, Gar"
0GTIKH,"Olive, GiantAnteater"
0GTIXD,"Coral, GermanPinscher"
0GTO2R,"Honeydew, BarnOwl"
0GTOFW,"PaleMagentaPink, PondSkater"
0GTOU2,"CadmiumRed, PinkFairyArmadillo"
0GTRMG,"BlueJeans, PotbelliedPig"
0GTSK3,"RobinEggBlue, MountainLion"
0GTUOX,"BakerMillerPink, Zonkey"
0GTVMF,"SpanishGreen, Siberian"
0GTWWX,"OceanGreen, MelonHeadedWhale"
0GTWXK,"Popstar, SumatranElephant"
0GTX24,"Peru, BologneseDog"
0GTXB1,"PaleCerulean, Anteater"
0GU0VH,"ImperialRed, RedEyedTreeFrog"
0GU16J,"FrenchFuchsia, Woodchuck"
0GU37B,"RichLilac, Wasp"
0GU3JE,"RoyalAzure, Mandrill"
0GU4TB,"SandyTaupe, Chamois"
0GU7LC,"BlueYonder, GoldenRetriever"
0GU9RU,"Straw, BlacktipReefShark"
0GUFI6,"DarkElectricBlue, Numbat"
0GUHBA,"CarnationPink, Millipede"
0GUIK3,"FrenchPink, Przewalski'sWildhorse"
0GUJO1,"Rajah, WaterVole"
0GUJQT,"DeepGreen, Seahorse"
0GUNJ7,"Platinum, Aardvark"
0GUNWK,"PinkLavender, SpectacledBear"
0GUOTT,"OuterSpace, Mandrill"
0GUPIK,"DeepKoamaru, GiantClam"
0GUUGT,"IlluminatingEmerald, KingPenguin"
0GUYJB,"LightGrayishMagenta, DuskyShark"
0GV2HU,"DeepCoffee, SaintBernard"
0GV8F4,"PixiePowder, Cuttlefish"
0GVA80,"MediumCarmine, Muskrat"
0GVAMI,"SunburntCyclops, LeastWeasel"
0GVBN7,"Smoke, HoneyBee"
0GVE7F,"JungleGreen, MaskedPalmCivet"
0GVHS0,"Ginger, ElephantSeal"
0GVK5J,"RoseDust, Lobster"
0GVL9M,"CyberGrape, ReefShark"
0GVLUG,"PolishedPine, Kangaroo"
0GVPAB,"ArmyGreen, Angelfish"
0GVRFK,"PaleAqua, BullShark"
0GVTDM,"IslamicGreen, AustralianMist"
0GVYXN,"HarlequinGreen, Ibis"
0GW184,"DeepFuchsia, Turkey"
0GW59B,"Sangria, Indri"
0GW8XF,"TuscanTan, Cassowary"
0GW8YS,"MagicMint, Siamese"
0GW9ME,"BitterLemon, Dalmatian"
0GWAHX,"Artichoke, Zonkey"
0GWBUO,"PalePlum, MaineCoon"
0GWEVH,"ShamrockGreen, Burmese"
0GWG7U,"TangoPink, Groundhog"
0GWH4Y,"RawSienna, GreaterSwissMountainDog"
0GWJ6H,"BrightLilac, SpectacledBear"
0GWM9C,"MediumPersianBlue, Chameleon"
0GWRP1,"Asparagus, Rhino"
0GWT1S,"Dandelion, Lemming"
0GWV1H,"LightSlateGray, EnglishSpringerSpaniel"
0GWWML,"PinkPantone, Nautilus"
0GWX2P,"BrunswickGreen, SnappingTurtle"
0GWY0M,"SeaSerpent, Iguana"
0GX08G,"MidnightBlue, Otter"
0GX12G,"PaleTurquoise, WelshCorgi"
0GX2PL,"LincolnGreen, Pelican"
0GX3B2,"EnglishRed, SeiWhale"
0GX3RA,"RussianViolet, Bandicoot"
0GX5YI,"Pumpkin, EmperorPenguin"
0GXAWO,"PeachYellow, Gar"
0GXBMY,"ResolutionBlue, FoxTerrier"
0GXCB2,"RoseGold, DuskyDolphin"
0GXDXT,"AlienArmpit, Mastiff"
0GXGNN,"Diamond, GalapagosTortoise"
0GXIHO,"Peridot, Oyster"
0GXNM5,"RoyalYellow, SeaSlug"
0GXOSQ,"Eucalyptus, StellersSeaCow"
0GXPKU,"GuppieGreen, SeaDragon"
0GXUJ3,"ClassicRose, Gerbil"
0GXVXB,"BlackShadows, Barnacle"
0GXXMK,"SilverSand, Porcupine"
0GY3S2,"OrchidPink, Wildcat"
0GY4CF,"BrandeisBlue, Poodle"
0GY5M8,"Blond, Hedgehog"
0GY64N,"Silver, AmericanCockerSpaniel"
0GY7N7,"Aqua, Penguin"
0GYBU6,"MajorelleBlue, Nightingale"
0GYC1B,"DarkBrownTangelo, Balinese"
0GYDUV,"RaspberryPink, BobCat"
0GYDY3,"SlimyGreen, GlowWorm"
0GYID7,"FrenchBeige, Lynx"
0GYLAY,"AntiqueRuby, MinkeWhale"
0GYPJH,"MellowApricot, Orangutan"
0GYPQC,"MediumRuby, ElephantSeal"
0GYQ3M,"PortlandOrange, Serval"
0GYR75,"Tomato, WesternLowlandGorilla"
0GYVFE,"Cordovan, Pug"
0GYX0D,"Cadet, Hyena"
0GYY2X,"DarkRaspberry, LeopardSeal"
0GZ2IS,"PhthaloBlue, Snowshoe"
0GZ4YD,"Glitter, LeastWeasel"
0GZ5SU,"OUCrimsonRed, DuskyDolphin"
0GZ602,"SpaceCadet, Kingfisher"
0GZ7N0,"GoldFusion, BurrowingFrog"
0GZECB,"Smalt, Catfish"
0GZG5J,"Turquoise, Cougar"
0GZGKD,"DarkSpringGreen, Siamese"
0GZXRS,"EnglishViolet, Wolf"
0GZYHM,"SapphireBlue, Mastiff"
0H00TE,"DarkSlateBlue, SiameseFightingFish"
0H04HA,"CaribbeanGreen, Barnacle"
0H07QQ,"Mauvelous, FinnishSpitz"
0H0BIQ,"CoyoteBrown, Coyote"
0H0BPO,"Folly, LeopardCat"
0H0DNR,"PalePlum, Vole"
0H0K16,"OldGold, AsianGiantHornet"
0H0L2O,"ElectricLime, GreenBeeEater"
0H0LRQ,"DarkPuce, Panther"
0H0MPG,"Grizzly, BobCat"
0H0MXV,"ElectricGreen, EmperorTamarin"
0H0RLC,"PaleTurquoise, EntlebucherMountainDog"
0H0UL1,"PearlyPurple, SumatranTiger"
0H0WHA,"BrownSugar, Nyala"
0H0YZI,"DenimBlue, BassetHound"
0H16T1,"BabyPowder, BelugaWhale"
0H1AB3,"GreenCyan, BarnOwl"
0H1B2X,"PowderBlue, WildBoar"
0H1C2Q,"Citron, MonteIberiaEleuth"
0H1EDH,"Aureolin, SandbarShark"
0H1FC1,"ArmyGreen, WhiteRhino"
0H1JX7,"USAFABlue, Bandicoot"
0H1KFP,"UPForestGreen, XRayTetra"
0H1KFR,"GlossyGrape, Saola"
0H1N1L,"PearlyPurple, TasmanianTiger"
0H1ROX,"LavenderBlush, Markhor"
0H1URH,"Black, TurkishAngora"
0H21D2,"CadmiumRed, MiniatureDonkey"
0H21XI,"MediumTurquoise, Chamois"
0H22C0,"Brass, FlyingFox"
0H23M5,"SteelTeal, JackRussel"
0H27W6,"PalePink, Mayfly"
0H27X9,"LemonYellow, AustralianMist"
0H28B0,"DeepSkyBlue, Ferret"
0H2AAX,"AmericanRose, Cuttlefish"
0H2ARB,"LightCobaltBlue, GrayWhale"
0H2C3X,"SacramentoStateGreen, BorneoElephant"
0H2CSP,"PersianRed, Snowshoe"
0H2I93,"CoolGrey, WaterBuffalo"
0H2LYR,"ColumbiaBlue, Quokkas"
0H2MDG,"NaplesYellow, GiantPanda"
0H2O6J,"RedOrange, Beetle"
0H2PMN,"Mindaro, SpermWhale"
0H2R43,"DarkLiver, BaskingShark"
0H2RZM,"SmokyTopaz, Rottweiler"
0H2SVS,"HotMagenta, Lamb"
0H2U4E,"LightCornflowerBlue, Duck"
0H2XAC,"LightPastelPurple, RedEyedTreeFrog"
0H2YYC,"CarolinaBlue, StarNosedMole"
0H2Z6J,"SlateBlue, Dormouse"
0H32YZ,"Flavescent, CommonBuzzard"
0H37ZR,"DarkSalmon, Wasp"
0H3HD9,"KeyLime, PygmyHippopotamus"
0H3JTB,"MagentaHaze, BedlingtonTerrier"
0H3KN9,"GreenCyan, Wolf"
0H3KQZ,"Independence, Mongoose"
0H3KS5,"LightThulianPink, Hare"
0H3M0N,"DarkMossGreen, AfghanHound"
0H3QZV,"GoldenYellow, HighlandCattle"
0H3VR0,"Olivine, Flounder"
0H3YRP,"SteelPink, Gazelle"
0H44PI,"DeepCoffee, DeutscheBracke"
0H45JD,"Flax, Parrot"
0H4774,"FrenchLilac, GiantClam"
0H4DCD,"Crimson, Vicuna"
0H4DG9,"DeepCarminePink, MelonHeadedWhale"
0H4HMY,"DeepPuce, Oyster"
0H4HVN,"SmokyBlack, SilverDollar"
0H4LTB,"Razzmatazz, AustralianTerrier"
0H4O3W,"Kobe, Budgerigar"
0H4O61,"BabyBlueEyes, StarNosedMole"
0H4ORC,"PurpleMountainMajesty, SaintBernard"
0H4Q15,"PaleSpringBud, Buffalo"
0H4R2J,"DarkSalmon, JackRussel"
0H4TOT,"BarbiePink, Ray"
0H4UM3,"CarnationPink, Oyster"
0H4W9V,"Sunray, MountainGorilla"
0H4Z65,"Crimson, YellowEyedPenguin"
0H4ZBD,"ElectricGreen, Orangutan"
0H50Y5,"FrenchMauve, Uguisu"
0H52DP,"EnglishVermillion, GreenBeeEater"
0H52TV,"HanBlue, Ostrich"
0H53QQ,"AlizarinCrimson, CanaanDog"
0H55C9,"FrenchWine, Porcupine"
0H562Y,"LavenderMagenta, GrayReefShark"
0H599Q,"DarkPastelBlue, RussianBlue"
0H5DD9,"MintGreen, Dugong"
0H5KKE,"PinkFlamingo, Mule"
0H5LBN,"GrayAsparagus, Ox"
0H5OZ2,"Sunray, Zonkey"
0H5SQG,"PaleMagentaPink, Cuttlefish"
0H637Y,"Platinum, CloudedLeopard"
